죄종별,항목,단위,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년
강간,남자검거인원,명,,,2195,1980,2051,2240,2220
강간,여자검거인원,명,,,27,17,11,19,17
강간,불상검거인원,명,,,30,10,15,9,6
강간,법인체,개,,,,,,-,-
강간(상습),발생건수,건,,,2,2,4,1,2
강간(상습),검거건수,건,,,2,2,4,1,2
강간(상습),검거율,%,,,100,100,100,100,100
강간(상습),검거인원,명,,,2,2,2,-,2
강간(상습),남자검거인원,명,,,2,2,2,-,2
강간(상습),여자검거인원,명,,,,,,-,-
강간(상습),불상검거인원,명,,,,,,-,-
강간(상습),법인체,개,,,,,,-,-
준강간,발생건수,건,,,816,769,821,934,1082
준강간,검거건수,건,,,765,761,807,922,1053
준강간,검거율,%,,,93.8,99,98.3,98.7,97.3
준강간,검거인원,명,,,861,841,905,990,1182
준강간,남자검거인원,명,,,842,831,898,984,1170
준강간,여자검거인원,명,,,7,6,4,2,4
준강간,불상검거인원,명,,,12,4,3,4,8
준강간,법인체,개,,,,,,-,-
준강간(상습),발생건수,건,,,1,,,-,-
준강간(상습),검거건수,건,,,1,,,-,-
준강간(상습),검거율,%,,,100,,,-,-
준강간(상습),검거인원,명,,,1,,,-,-
준강간(상습),남자검거인원,명,,,1,,,-,-
준강간(상습),여자검거인원,명,,,,,,-,-
준강간(상습),불상검거인원,명,,,,,,-,-
준강간(상습),법인체,개,,,,,,-,-
강간상해·치상,발생건수,건,,,602,436,430,371,360
강간상해·치상,검거건수,건,,,585,441,432,367,361
강간상해·치상,검거율,%,,,97.2,101.1,100.5,98.9,100.3
강간상해·치상,검거인원,명,,,632,454,468,389,381
강간상해·치상,남자검거인원,명,,,626,452,459,389,379
강간상해·치상,여자검거인원,명,,,6,1,5,-,2
강간상해·치상,불상검거인원,명,,,,1,4,-,-
강간상해·치상,법인체,개,,,,,,-,-
강간살인·치사,발생건수,건,,,7,1,,4,2
강간살인·치사,검거건수,건,,,7,1,,4,2
강간살인·치사,검거율,%,,,100,100,,100,100
강간살인·치사,검거인원,명,,,7,1,1,3,3
강간살인·치사,남자검거인원,명,,,7,1,1,3,2
강간살인·치사,여자검거인원,명,,,,,,-,-
강간살인·치사,불상검거인원,명,,,,,,-,1
강간살인·치사,법인체,개,,,,,,-,-
미성년자간음(심신미약자),발생건수,건,,,13,13,15,9,4
미성년자간음(심신미약자),검거건수,건,,,14,13,14,10,4
미성년자간음(심신미약자),검거율,%,,,107.7,100,93.3,111.1,100
미성년자간음(심신미약자),검거인원,명,,,13,16,18,10,4
미성년자간음(심신미약자),남자검거인원,명,,,13,16,15,10,4
미성년자간음(심신미약자),여자검거인원,명,,,,,,-,-
미성년자간음(심신미약자),불상검거인원,명,,,,,3,-,-
미성년자간음(심신미약자),법인체,개,,,,,,-,-
업무상위력에의한간음,발생건수,건,,,17,12,16,18,24
업무상위력에의한간음,검거건수,건,,,16,11,17,18,23
업무상위력에의한간음,검거율,%,,,94.1,91.7,106.3,100,95.8
업무상위력에의한간음,검거인원,명,,,18,15,18,16,28
업무상위력에의한간음,남자검거인원,명,,,18,15,18,16,28
업무상위력에의한간음,여자검거인원,명,,,,,,-,-
업무상위력에의한간음,불상검거인원,명,,,,,,-,-
업무상위력에의한간음,법인체,개,,,,,,-,-
친족관계에의한강간,발생건수,건,,,220,209,170,162,146
친족관계에의한강간,검거건수,건,,,214,211,168,160,145
친족관계에의한강간,검거율,%,,,97.3,101,98.8,98.8,99.3
친족관계에의한강간,검거인원,명,,,202,184,172,181,151
친족관계에의한강간,남자검거인원,명,,,201,179,171,174,149
친족관계에의한강간,여자검거인원,명,,,1,5,1,7,2
친족관계에의한강간,불상검거인원,명,,,,,,-,-
친족관계에의한강간,법인체,개,,,,,,-,-
장애인에대한강간·간음,발생건수,건,,,413,436,411,362,331
장애인에대한강간·간음,검거건수,건,,,403,414,401,353,323
장애인에대한강간·간음,검거율,%,,,97.6,95,97.6,97.5,97.6
장애인에대한강간·간음,검거인원,명,,,472,477,413,435,398
장애인에대한강간·간음,남자검거인원,명,,,454,462,409,426,384
장애인에대한강간·간음,여자검거인원,명,,,9,2,,3,9
장애인에대한강간·간음,불상검거인원,명,,,9,13,4,6,5
장애인에대한강간·간음,법인체,개,,,,,,-,-
청소년에대한강간·간음,발생건수,건,,,673,715,677,649,664
청소년에대한강간·간음,검거건수,건,,,648,722,677,639,660
청소년에대한강간·간음,검거율,%,,,96.3,101,100,98.5,99.4
청소년에대한강간·간음,검거인원,명,,,647,817,810,822,819
청소년에대한강간·간음,남자검거인원,명,,,616,778,785,788,798
청소년에대한강간·간음,여자검거인원,명,,,21,26,20,24,19
청소년에대한강간·간음,불상검거인원,명,,,10,13,5,10,2
청소년에대한강간·간음,법인체,개,,,,,,-,-
미성년자의제강간,발생건수,건,,,32,41,44,40,42
미성년자의제강간,검거건수,건,,,32,37,44,40,42
미성년자의제강간,검거율,%,,,100,90.2,100,100,100
미성년자의제강간,검거인원,명,,,38,44,55,52,67
미성년자의제강간,남자검거인원,명,,,37,43,55,51,65
미성년자의제강간,여자검거인원,명,,,,1,,-,2
미성년자의제강간,불상검거인원,명,,,1,,,1,-
미성년자의제강간,법인체,개,,,,,,-,-
13세미만미성년자강간·간음,발생건수,건,,,115,75,85,86,90
13세미만미성년자강간·간음,검거건수,건,,,108,77,82,87,88
13세미만미성년자강간·간음,검거율,%,,,93.9,102.7,96.5,101.2,97.8
13세미만미성년자강간·간음,검거인원,명,,,126,92,87,105,104
13세미만미성년자강간·간음,남자검거인원,명,,,119,88,82,100,98
13세미만미성년자강간·간음,여자검거인원,명,,,4,1,5,5,6
13세미만미성년자강간·간음,불상검거인원,명,,,3,3,,-,-
13세미만미성년자강간·간음,법인체,개,,,,,,-,-
특수강간(준),발생건수,건,,,370,290,289,220,235
특수강간(준),검거건수,건,,,363,302,285,227,233
특수강간(준),검거율,%,,,98.1,104.1,98.6,103.2,99.1
특수강간(준),검거인원,명,,,748,651,546,494,487
특수강간(준),남자검거인원,명,,,712,630,529,484,473
특수강간(준),여자검거인원,명,,,18,16,10,7,13
특수강간(준),불상검거인원,명,,,18,5,7,3,1
특수강간(준),법인체,개,,,,,,-,-
주거침입강간,발생건수,건,,,,33,110,120,105
주거침입강간,검거건수,건,,,,29,109,115,102
주거침입강간,검거율,%,,,,87.9,99.1,95.8,97.1
주거침입강간,검거인원,명,,,,31,109,126,118
주거침입강간,남자검거인원,명,,,,30,109,126,117
주거침입강간,여자검거인원,명,,,,,,-,1
주거침입강간,불상검거인원,명,,,,1,,-,-
주거침입강간,법인체,개,,,,,,-,-
특수절도강간,발생건수,건,,,,2,1,3,1
특수절도강간,검거건수,건,,,,2,1,3,1
특수절도강간,검거율,%,,,,100,100,100,100
특수절도강간,검거인원,명,,,,1,2,3,1
특수절도강간,남자검거인원,명,,,,1,2,3,1
특수절도강간,여자검거인원,명,,,,,,-,-
특수절도강간,불상검거인원,명,,,,,,-,-
특수절도강간,법인체,개,,,,,,-,-
특수강도강간,발생건수,건,,,,8,29,25,17
특수강도강간,검거건수,건,,,,9,28,26,17
특수강도강간,검거율,%,,,,112.5,96.6,104,100
특수강도강간,검거인원,명,,,,8,27,22,24
특수강도강간,남자검거인원,명,,,,8,26,22,24
특수강도강간,여자검거인원,명,,,,,1,-,-
특수강도강간,불상검거인원,명,,,,,,-,-
특수강도강간,법인체,개,,,,,,-,-
아동학대처벌법위반(상습강간·간음),발생건수,건,,,,,,-,-
아동학대처벌법위반(상습강간·간음),검거건수,건,,,,,,-,-
아동학대처벌법위반(상습강간·간음),검거율,%,,,,,,-,-
아동학대처벌법위반(상습강간·간음),검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강간·간음),남자검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강간·간음),여자검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강간·간음),불상검거인원,명,,,,,,-,-
아동학대처벌법위반(상습강간·간음),법인체,개,,,,,,-,-
유사강간,발생건수,건,,,132,375,518,583,636
유사강간,검거건수,건,,,122,359,514,568,631
유사강간,검거율,%,,,92.4,95.7,99.2,97.4,99.2
유사강간,검거인원,명,,,140,395,539,606,699
유사강간,남자검거인원,명,,,137,385,527,597,683
유사강간,여자검거인원,명,,,1,7,10,7,14
유사강간,불상검거인원,명,,,2,3,2,2,2
유사강간,법인체,개,,,,,,-,-
유사강간,발생건수,건,,,60,188,218,306,289
유사강간,검거건수,건,,,52,185,212,298,285
유사강간,검거율,%,,,86.7,98.4,97.2,97.4,98.6
유사강간,검거인원,명,,,49,185,221,306,318
유사강간,남자검거인원,명,,,48,182,218,302,305
유사강간,여자검거인원,명,,,1,2,3,2,11
유사강간,불상검거인원,명,,,,1,,2,2
유사강간,법인체,개,,,,,,-,-
유사강간(상습),발생건수,건,,,,,1,-,-
유사강간(상습),검거건수,건,,,,,1,-,-
유사강간(상습),검거율,%,,,,,100,-,-
유사강간(상습),검거인원,명,,,,,1,-,-
유사강간(상습),남자검거인원,명,,,,,1,-,-
유사강간(상습),여자검거인원,명,,,,,,-,-
유사강간(상습),불상검거인원,명,,,,,,-,-
유사강간(상습),법인체,개,,,,,,-,-
준유사강간,발생건수,건,,,6,26,53,48,84
준유사강간,검거건수,건,,,6,22,54,47,82
준유사강간,검거율,%,,,100,84.6,101.9,97.9,97.6
준유사강간,검거인원,명,,,10,25,64,52,85
준유사강간,남자검거인원,명,,,10,24,63,51,85
준유사강간,여자검거인원,명,,,,,1,1,-
준유사강간,불상검거인원,명,,,,1,,-,-
준유사강간,법인체,개,,,,,,-,-
준유사강간(상습),발생건수,건,,,,,,-,-
준유사강간(상습),검거건수,건,,,,,,-,-
준유사강간(상습),검거율,%,,,,,,-,-
준유사강간(상습),검거인원,명,,,,,,-,-
준유사강간(상습),남자검거인원,명,,,,,,-,-
준유사강간(상습),여자검거인원,명,,,,,,-,-
준유사강간(상습),불상검거인원,명,,,,,,-,-
준유사강간(상습),법인체,개,,,,,,-,-
유사강간상해·치상,발생건수,건,,,6,17,23,25,35
유사강간상해·치상,검거건수,건,,,6,16,24,24,35
유사강간상해·치상,검거율,%,,,100,94.1,104.3,96,100
유사강간상해·치상,검거인원,명,,,6,21,26,30,37
유사강간상해·치상,남자검거인원,명,,,6,21,26,27,37
유사강간상해·치상,여자검거인원,명,,,,,,3,-
유사강간상해·치상,불상검거인원,명,,,,,,-,-
유사강간상해·치상,법인체,개,,,,,,-,-
유사강간살인·치사,발생건수,건,,,,1,1,-,-
유사강간살인·치사,검거건수,건,,,,1,1,-,-
유사강간살인·치사,검거율,%,,,,100,100,-,-
유사강간살인·치사,검거인원,명,,,,1,1,-,-
유사강간살인·치사,남자검거인원,명,,,,1,1,-,-
유사강간살인·치사,여자검거인원,명,,,,,,-,-
유사강간살인·치사,불상검거인원,명,,,,,,-,-
유사강간살인·치사,법인체,개,,,,,,-,-
미성년자의제유사강간,발생건수,건,,,,1,10,2,5
미성년자의제유사강간,검거건수,건,,,,1,10,2,5
미성년자의제유사강간,검거율,%,,,,100,100,100,100
미성년자의제유사강간,검거인원,명,,,,1,12,2,5
미성년자의제유사강간,남자검거인원,명,,,,1,12,2,4
미성년자의제유사강간,여자검거인원,명,,,,,,-,1
미성년자의제유사강간,불상검거인원,명,,,,,,-,-
미성년자의제유사강간,법인체,개,,,,,,-,-
유사성행위,발생건수,건,,,60,136,195,185,205
유사성행위,검거건수,건,,,58,129,195,184,206
유사성행위,검거율,%,,,96.7,94.9,100,99.5,100.5
유사성행위,검거인원,명,,,75,157,196,200,234
유사성행위,남자검거인원,명,,,73,151,188,199,232
유사성행위,여자검거인원,명,,,,5,6,1,2
유사성행위,불상검거인원,명,,,2,1,2,-,-
유사성행위,법인체,개,,,,,,-,-
주거침입유사강간,발생건수,건,,,,5,16,13,16
주거침입유사강간,검거건수,건,,,,4,16,10,16
주거침입유사강간,검거율,%,,,,80,100,76.9,100
주거침입유사강간,검거인원,명,,,,4,16,13,18
주거침입유사강간,남자검거인원,명,,,,4,16,13,18
주거침입유사강간,여자검거인원,명,,,,,,-,-
주거침입유사강간,불상검거인원,명,,,,,,-,-
주거침입유사강간,법인체,개,,,,,,-,-
특수절도유사강간,발생건수,건,,,,,,-,-
특수절도유사강간,검거건수,건,,,,,,-,-
특수절도유사강간,검거율,%,,,,,,-,-
특수절도유사강간,검거인원,명,,,,,,-,-
특수절도유사강간,남자검거인원,명,,,,,,-,-
특수절도유사강간,여자검거인원,명,,,,,,-,-
특수절도유사강간,불상검거인원,명,,,,,,-,-
특수절도유사강간,법인체,개,,,,,,-,-
특수강도유사강간,발생건수,건,,,,1,1,4,2
특수강도유사강간,검거건수,건,,,,1,1,3,2
특수강도유사강간,검거율,%,,,,100,100,75,100
특수강도유사강간,검거인원,명,,,,1,2,3,2
특수강도유사강간,남자검거인원,명,,,,1,2,3,2
특수강도유사강간,여자검거인원,명,,,,,,-,-
특수강도유사강간,불상검거인원,명,,,,,,-,-
특수강도유사강간,법인체,개,,,,,,-,-
아동학대처벌법위반(상습유사강간),발생건수,건,,,,,,-,-
아동학대처벌법위반(상습유사강간),검거건수,건,,,,,,-,-
아동학대처벌법위반(상습유사강간),검거율,%,,,,,,-,-
아동학대처벌법위반(상습유사강간),검거인원,명,,,,,,-,-
아동학대처벌법위반(상습유사강간),남자검거인원,명,,,,,,-,-
아동학대처벌법위반(상습유사강간),여자검거인원,명,,,,,,-,-
아동학대처벌법위반(상습유사강간),불상검거인원,명,,,,,,-,-
아동학대처벌법위반(상습유사강간),법인체,개,,,,,,-,-
강제추행,발생건수,건,,,14778,14611,15059,16054,17947
강제추행,검거건수,건,,,12525,13584,14355,15384,17219
강제추행,검거율,%,,,84.8,93,95.3,95.8,95.9
강제추행,검거인원,명,,,12761,13651,14701,16215,18522
강제추행,남자검거인원,명,,,12330,13249,14306,15726,17886
강제추행,여자검거인원,명,,,233,248,261,361,489
강제추행,불상검거인원,명,,,198,154,134,128,147
강제추행,법인체,개,,,,,,-,-
강제추행,발생건수,건,,,9397,8779,8997,9978,11317
강제추행,검거건수,건,,,7664,8050,8572,9563,10890
강제추행,검거율,%,,,81.6,91.7,95.3,95.8,96.2
강제추행,검거인원,명,,,7701,8106,8790,10015,11735
강제추행,남자검거인원,명,,,7422,7832,8527,9687,11271
강제추행,여자검거인원,명,,,142,182,179,253,380
강제추행,불상검거인원,명,,,137,92,84,75,84
강제추행,법인체,개,,,,,,-,-
강제추행(상습),발생건수,건,,,22,8,13,14,13
강제추행(상습),검거건수,건,,,22,6,13,14,13
강제추행(상습),검거율,%,,,100,75,100,100,100
강제추행(상습),검거인원,명,,,5,9,16,15,13
강제추행(상습),남자검거인원,명,,,5,9,16,15,13
강제추행(상습),여자검거인원,명,,,,,,-,-
강제추행(상습),불상검거인원,명,,,,,,-,-
강제추행(상습),법인체,개,,,,,,-,-
준강제추행,발생건수,건,,,499,495,612,675,782
준강제추행,검거건수,건,,,459,479,617,657,767
준강제추행,검거율,%,,,92,96.8,100.8,97.3,98.1
준강제추행,검거인원,명,,,521,524,641,691,826
준강제추행,남자검거인원,명,,,507,511,631,680,817
준강제추행,여자검거인원,명,,,8,7,7,5,8
준강제추행,불상검거인원,명,,,6,6,3,6,1
준강제추행,법인체,개,,,,,,-,-
준강제추행(상습),발생건수,건,,,,1,1,-,1
준강제추행(상습),검거건수,건,,,,1,1,-,1
준강제추행(상습),검거율,%,,,,100,100,-,100
준강제추행(상습),검거인원,명,,,,1,1,-,1
준강제추행(상습),남자검거인원,명,,,,1,1,-,1
준강제추행(상습),여자검거인원,명,,,,,,-,-
준강제추행(상습),불상검거인원,명,,,,,,-,-
준강제추행(상습),법인체,개,,,,,,-,-
강제추행상해·치상,발생건수,건,,,235,197,182,164,176
강제추행상해·치상,검거건수,건,,,205,195,180,157,170
강제추행상해·치상,검거율,%,,,87.2,99,98.9,95.7,96.6
강제추행상해·치상,검거인원,명,,,238,198,195,175,181
강제추행상해·치상,남자검거인원,명,,,235,197,191,171,175
강제추행상해·치상,여자검거인원,명,,,3,1,3,4,4
강제추행상해·치상,불상검거인원,명,,,,,1,-,2
강제추행상해·치상,법인체,개,,,,,,-,-
강제추행살인·치사,발생건수,건,,,,,,-,-
강제추행살인·치사,검거건수,건,,,,,,-,-
강제추행살인·치사,검거율,%,,,,,,-,-
강제추행살인·치사,검거인원,명,,,,,,-,-
강제추행살인·치사,남자검거인원,명,,,,,,-,-
강제추행살인·치사,여자검거인원,명,,,,,,-,-
강제추행살인·치사,불상검거인원,명,,,,,,-,-
강제추행살인·치사,법인체,개,,,,,,-,-
업무상위력등에의한추행,발생건수,건,,,206,228,282,291,331
