,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,소재지주소
3809,B000007397,도촌초등학교,초등학교,1948-09-01,공립,본교,운영,경상북도 봉화군 봉화읍 적덕리  891-1,경상북도 봉화군 봉화읍 봉화로  639,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.8802223,128.6860318,2017-09-05,경상북도 봉화군 봉화읍
3810,B000007398,봉화초등학교,초등학교,1914-03-01,공립,본교,운영,경상북도 봉화군 봉화읍 내성리  252-3,경상북도 봉화군 봉화읍 내성로7길  3,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.8922068,128.7404884,2017-09-05,경상북도 봉화군 봉화읍
3811,B000007399,내성초등학교,초등학교,1958-04-01,공립,본교,운영,경상북도 봉화군 봉화읍 내성리  452-1,경상북도 봉화군 봉화읍 교촌1길  37,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.8862764,128.7360008,2017-09-05,경상북도 봉화군 봉화읍
3812,B000007400,상운초등학교,초등학교,1933-09-20,공립,본교,운영,경상북도 봉화군 상운면 가곡리  419-3,경상북도 봉화군 상운면 예봉로  1231,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.830200299999994,128.75402350000002,2017-09-05,경상북도 봉화군 상운면
3813,B000007401,물야초등학교,초등학교,1922-06-01,공립,본교,운영,경상북도 봉화군 물야면 오록리  545-3,경상북도 봉화군 물야면 오록길  25,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.9795402,128.7368629,2017-09-05,경상북도 봉화군 물야면
3814,B000007402,법전중앙초등학교,초등학교,1949-12-01,공립,본교,운영,경상북도 봉화군 법전면 법전리  39-3,경상북도 봉화군 법전면 법전로  135,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.914466,128.87748349999998,2017-09-05,경상북도 봉화군 법전면
3815,B000007403,춘양초등학교,초등학교,1910-11-18,공립,본교,운영,경상북도 봉화군 춘양면 의양리  276-1,,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.939674,128.9155512,2017-09-05,경상북도 봉화군 춘양면
3816,B000007404,봉성초등학교,초등학교,1932-11-25,공립,본교,운영,경상북도 봉화군 봉성면 봉성리  526-1,경상북도 봉화군 봉성면 봉명로  550,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.8854719,128.8148779,2017-09-05,경상북도 봉화군 봉성면
3817,B000007405,동양초등학교,초등학교,1943-06-05,공립,본교,운영,경상북도 봉화군 봉성면 동양리  459-3,경상북도 봉화군 봉성면 다덕로  523-14,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.9127951,128.7909061,2017-09-05,경상북도 봉화군 봉성면
3818,B000007406,명호초등학교,초등학교,1934-09-19,공립,본교,운영,경상북도 봉화군 명호면 도천리  195-3,,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.8563903,128.8986744,2017-09-05,경상북도 봉화군 명호면
3819,B000007408,서벽초등학교,초등학교,1952-04-01,공립,본교,운영,경상북도 봉화군 춘양면 서벽리  349-2,경상북도 봉화군 춘양면 춘양로  1424,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,37.00842960000001,128.833596,2017-09-05,경상북도 봉화군 춘양면
3820,B000007409,재산초등학교,초등학교,1925-09-15,공립,본교,운영,경상북도 봉화군 재산면 현동리  735,경상북도 봉화군 재산면 재산로  514,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.817006299999996,128.9634566,2017-09-05,경상북도 봉화군 재산면
3821,B000007410,소천초등학교,초등학교,1930-10-20,공립,본교,운영,경상북도 봉화군 소천면 현동리  674-3,,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.9381331,129.0021956,2017-09-05,경상북도 봉화군 소천면
3822,B000007411,석포초등학교,초등학교,1935-04-30,공립,본교,운영,경상북도 봉화군 석포면 석포리  376-8,,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,37.0469815,129.0640748,2017-09-05,경상북도 봉화군 석포면
3823,B000007486,내동초등학교,초등학교,1977-08-19,공립,본교,운영,경상남도 창원시 성산구 중앙동  114,경상남도 창원시 성산구 두대로  185(중앙동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.225811799999995,128.6622898,2017-09-05,경상남도 창원시 성산구
3824,B000007416,소천초등학교분천분교장,초등학교,1951-09-15,공립,분교,운영,경상북도 봉화군 소천면 분천리  1151-3,,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.9287528,129.0545878,2017-09-05,경상북도 봉화군 소천면
3825,B000007417,소천초등학교임기분교장,초등학교,1938-12-18,공립,분교,운영,경상북도 봉화군 소천면 임기리  805-1,경상북도 봉화군 소천면 임기로  29,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,,36.894133700000005,129.00607340000002,2017-09-05,경상북도 봉화군 소천면
3826,B000007338,성산초등학교,초등학교,1921-09-01,공립,본교,운영,경상북도 고령군 성산면 어곡리  278-4,경상북도 고령군 성산면 성산로  902,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2013-11-29,,35.7497831,128.36025049999998,2017-09-05,경상북도 고령군 성산면
3827,B000007420,울진남부초등학교,초등학교,1968-10-22,공립,본교,운영,경상북도 울진군 울진읍 읍내리  290,경상북도 울진군 울진읍 울진중앙로  52-5,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.986915,129.3987583,2017-09-05,경상북도 울진군 울진읍
3828,B000007421,월송초등학교,초등학교,1944-03-25,공립,본교,운영,경상북도 울진군 평해읍 월송리  1014,,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.735881299999996,129.4584907,2017-09-05,경상북도 울진군 평해읍
3829,B000007422,평해초등학교,초등학교,1912-04-15,공립,본교,운영,경상북도 울진군 평해읍 평해리  803,경상북도 울진군 평해읍 평해로  19,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.7232013,129.4379134,2017-09-05,경상북도 울진군 평해읍
3830,B000007423,죽변초등학교,초등학교,1937-09-25,공립,본교,운영,경상북도 울진군 죽변면 죽변리  190,경상북도 울진군 죽변면 죽변3길  17,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,37.0633888,129.4212042,2017-09-05,경상북도 울진군 죽변면
3831,B000007424,후포초등학교,초등학교,1939-10-30,공립,본교,운영,경상북도 울진군 후포면 삼율리  360,경상북도 울진군 후포면 삼율5길  19-4,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.68088970000001,129.44064369999998,2017-09-05,경상북도 울진군 후포면
3832,B000007425,후포동부초등학교,초등학교,1960-04-01,공립,본교,운영,경상북도 울진군 후포면 후포리  427-1,경상북도 울진군 후포면 후포6길  75,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.685973100000005,129.4625627,2017-09-05,경상북도 울진군 후포면
3833,B000007426,온정초등학교,초등학교,1929-02-16,공립,본교,운영,경상북도 울진군 온정면 소태리  793-1,경상북도 울진군 온정면 온정학교길  49,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.725396200000006,129.3457644,2017-09-05,경상북도 울진군 온정면
3834,B000007427,기성초등학교사동분교장,초등학교,1944-04-01,공립,분교,운영,경상북도 울진군 기성면 사동리 688,경상북도 울진군 기성면 해월헌길 17,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2016-06-03,36.8296031,129.43723899999998,2017-09-05,경상북도 울진군 기성면
3835,B000007428,기성초등학교,초등학교,1926-10-01,공립,본교,운영,경상북도 울진군 기성면 척산리  194,,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.7975846,129.44920829999998,2017-09-05,경상북도 울진군 기성면
3836,B000007429,매화초등학교,초등학교,1923-04-01,공립,본교,운영,경상북도 울진군 원남면 매화리  1135,경상북도 울진군 원남면 매화4길  21-4,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.9138818,129.38145409999998,2017-09-05,경상북도 울진군 원남면
3837,B000007430,노음초등학교,초등학교,1936-09-28,공립,본교,운영,경상북도 울진군 근남면 노음리  586,,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.958420700000005,129.3914227,2017-09-05,경상북도 울진군 근남면
3838,B000007431,부구초등학교,초등학교,1932-12-08,공립,본교,운영,경상북도 울진군 북면 부구리  278,경상북도 울진군 북면 울진북로  2081,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,37.102496200000004,129.3710278,2017-09-05,경상북도 울진군 북면
3839,B000007432,기성초등학교구산분교장,초등학교,1947-02-10,공립,분교,운영,경상북도 울진군 기성면 구산리  320,경상북도 울진군 기성면 구산길  43,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.7554521,129.4653987,2017-09-05,경상북도 울진군 기성면
3840,B000007433,삼근초등학교,초등학교,1934-07-21,공립,본교,운영,경상북도 울진군 서면 삼근리  403,경상북도 울진군 서면 삼근2길  23,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.9353672,129.24583529999998,2017-09-05,경상북도 울진군 서면
3841,B000007434,삼근초등학교옥방분교장,초등학교,1952-05-01,공립,분교,운영,경상북도 울진군 서면 광회리  169-1,,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.9237516,129.1382203,2017-09-05,경상북도 울진군 서면
3842,B000007435,삼근초등학교광회분교장,초등학교,1938-08-14,공립,분교,운영,경상북도 울진군 서면 광회리  310,경상북도 울진군 서면 회룡천1길  26-5,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.9457886,129.1031037,2017-09-05,경상북도 울진군 서면
3843,B000007436,삼근초등학교왕피분교장,초등학교,1947-03-20,공립,분교,운영,경상북도 울진군 서면 왕피리  594,경상북도 울진군 서면 거리고길  71,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.8826268,129.2767512,2017-09-05,경상북도 울진군 서면
3844,B000007437,부구초등학교삼당분교장,초등학교,1934-06-01,공립,분교,운영,경상북도 울진군 북면 하당리  287,경상북도 울진군 북면 두천길  299,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,37.0405875,129.32164540000002,2017-09-05,경상북도 울진군 북면
3845,B000007438,울릉초등학교,초등학교,1910-11-18,공립,본교,운영,경상북도 울릉군 울릉읍 도동리  232-11,경상북도 울릉군 울릉읍 도동길  172,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,,37.48914370000001,130.9011653,2017-09-05,경상북도 울릉군 울릉읍
3846,B000007439,저동초등학교,초등학교,1948-04-01,공립,본교,운영,경상북도 울릉군 울릉읍 저동리  432-4,,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,,37.499446999999996,130.90213590000002,2017-09-05,경상북도 울릉군 울릉읍
3847,B000007508,제황초등학교,초등학교,1969-10-06,공립,본교,운영,경상남도 창원시 진해구 제황산동 28-2,경상남도 창원시 진해구 제황로 32,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-12-28,35.1484745,128.6696085,2017-09-05,경상남도 창원시 진해구
3848,B000007441,천부초등학교,초등학교,1935-11-08,공립,본교,운영,경상북도 울릉군 북면 천부리  694,경상북도 울릉군 북면 천부길  95-3,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,,37.5407537,130.87107690000002,2017-09-05,경상북도 울릉군 북면
3849,B000007442,천부초등학교현포분교장,초등학교,1942-05-18,공립,분교,운영,경상북도 울릉군 북면 현포리  549,경상북도 울릉군 북면 현포1길  38,8750000,경상북도교육청,8981000,경상북도울릉교육지원청,2013-11-29,,37.5292046,130.8214725,2017-09-05,경상북도 울릉군 북면
3850,B000007365,매원초등학교,초등학교,1949-09-01,공립,본교,운영,경상북도 칠곡군 왜관읍 매원리  496-1,경상북도 칠곡군 왜관읍 매원1길  5-32,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,,35.99474489999999,128.4295411,2017-09-05,경상북도 칠곡군 왜관읍
3851,B000007445,양덕초등학교,초등학교,1974-03-10,공립,본교,운영,경상남도 창원시 마산회원구 양덕동  42,경상남도 창원시 마산회원구 양덕동12길  86(양덕동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2337925,128.588527,2017-09-05,경상남도 창원시 마산회원구
3852,B000007446,마산중앙초등학교,초등학교,1968-03-04,공립,본교,운영,경상남도 창원시 마산회원구 구암동  9-2,경상남도 창원시 마산회원구 팔용로  280(구암동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.248346500000004,128.6026989,2017-09-05,경상남도 창원시 마산회원구
3853,B000007447,구암초등학교,초등학교,1982-03-16,공립,본교,운영,경상남도 창원시 마산회원구 구암동 260,경상남도 창원시 마산회원구 구암북19길 153,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-12-28,35.2579031,128.5945043,2017-09-05,경상남도 창원시 마산회원구
3854,B000007448,봉덕초등학교,초등학교,1957-09-23,공립,본교,운영,경상남도 창원시 마산회원구 봉암동  435-3,경상남도 창원시 마산회원구 봉덕1길  14,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.22219929999999,128.5946225,2017-09-05,경상남도 창원시 마산회원구
3855,B000007449,석전초등학교,초등학교,1975-07-19,공립,본교,운영,경상남도 창원시 마산회원구 석전동 243-1,경상남도 창원시 마산회원구 석전동로 8(석전동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-10-24,35.2320749,128.57645300000001,2017-09-05,경상남도 창원시 마산회원구
3856,B000007450,북성초등학교,초등학교,1983-09-19,공립,본교,운영,경상남도 창원시 마산회원구 석전동 203-7,경상남도 창원시 마산회원구 석전라북도1길 3(석전동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-10-05,35.231798299999994,128.5701766,2017-09-05,경상남도 창원시 마산회원구
3857,B000007451,가고파초등학교,초등학교,2011-03-01,공립,본교,운영,경상남도 창원시 마산회원구 양덕동  84-3,경상남도 창원시 마산회원구 삼호로  110(양덕동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.225584600000005,128.58047290000002,2017-09-05,경상남도 창원시 마산회원구
3858,B000007452,팔룡초등학교,초등학교,1980-09-16,공립,본교,운영,경상남도 창원시 마산회원구 합성동 17-4,경상남도 창원시 마산회원구 학교단지로 31(합성동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-12-12,35.2422121,128.593972,2017-09-05,경상남도 창원시 마산회원구
3859,B000007453,합성초등학교,초등학교,1948-09-01,공립,본교,운영,경상남도 창원시 마산회원구 합성동  76-5,경상남도 창원시 마산회원구 합성북16길  75(합성동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2428206,128.5819229,2017-09-05,경상남도 창원시 마산회원구
3860,B000007454,회원초등학교,초등학교,1944-03-21,공립,본교,운영,경상남도 창원시 마산회원구 회원동  393-1,경상남도 창원시 마산회원구 회원남로  51(회원동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.21949229999999,128.56670640000002,2017-09-05,경상남도 창원시 마산회원구
3861,B000007455,교동초등학교,초등학교,1980-03-03,공립,본교,운영,경상남도 창원시 마산회원구 회원동 639-2,경상남도 창원시 마산회원구 무학로 589(회원동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-11-21,35.2214054,128.5623703,2017-09-05,경상남도 창원시 마산회원구
3862,B000007456,상남초등학교,초등학교,1959-09-10,공립,본교,운영,경상남도 창원시 마산합포구 상남동 179-1,경상남도 창원시 마산합포구 합포서13길 20(상남동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-06-01,35.212799,128.5771938,2017-09-05,경상남도 창원시 마산합포구
3863,B000007457,성호초등학교,초등학교,1901-04-20,공립,본교,운영,경상남도 창원시 마산합포구 성호동 57-3,경상남도 창원시 마산합포구 성호동4길 21(성호동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-06-01,35.2091839,128.57158859999998,2017-09-05,경상남도 창원시 마산합포구
3864,B000007458,월영초등학교,초등학교,1945-10-10,공립,본교,운영,경상남도 창원시 마산합포구 장군동1가 6,경상남도 창원시 마산합포구 반월북1길 41,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2017-03-24,35.1916023,128.56281370000002,2017-09-05,경상남도 창원시 마산합포구
3865,B000007459,월포초등학교,초등학교,1947-09-15,공립,본교,운영,경상남도 창원시 마산합포구 대내동  1-29,경상남도 창원시 마산합포구 월영북15길  35(대내동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.1827658,128.5575571,2017-09-05,경상남도 창원시 마산합포구
3866,B000007460,가포초등학교,초등학교,1948-05-03,공립,본교,운영,경상남도 창원시 마산합포구 가포동 418,경상남도 창원시 마산합포구 가포로 376(가포동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-08-23,35.1592148,128.5755095,2017-09-05,경상남도 창원시 마산합포구
3867,B000007461,교방초등학교,초등학교,1970-10-23,공립,본교,운영,경상남도 창원시 마산합포구 교방동  376-8,경상남도 창원시 마산합포구 교방동1길  63(교방동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.213514700000005,128.5650068,2017-09-05,경상남도 창원시 마산합포구
3868,B000007462,산호초등학교,초등학교,1968-06-01,공립,본교,운영,경상남도 창원시 마산합포구 산호동  53-1,경상남도 창원시 마산합포구 회원동북로  53(산호동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2196564,128.5795821,2017-09-05,경상남도 창원시 마산합포구
3869,B000007923,서상초등학교,초등학교,1924-04-01,공립,본교,운영,경상남도 함양군 서상면 대남리  1769,경상남도 함양군 서상면 대남로  6,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,,35.683733399999994,127.6869111,2017-09-05,경상남도 함양군 서상면
3870,B000007464,합포초등학교,초등학교,1946-11-30,공립,본교,운영,경상남도 창원시 마산합포구 산호동  269-5,경상남도 창원시 마산합포구 허당로  73(산호동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.212406099999995,128.5839239,2017-09-05,경상남도 창원시 마산합포구
3871,B000007390,용문초등학교,초등학교,1922-05-25,공립,본교,운영,경상북도 예천군 용문면 상금곡리  750-1,,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2013-11-29,,36.6899626,128.4083209,2017-09-05,경상북도 예천군 용문면
3872,B000007466,월성초등학교,초등학교,1981-03-02,공립,본교,운영,경상남도 창원시 마산합포구 완월동 296,경상남도 창원시 마산합포구 완월남1길 17(완월동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-07-19,35.1959408,128.5603055,2017-09-05,경상남도 창원시 마산합포구
3873,B000007467,해운초등학교,초등학교,1984-03-01,공립,본교,운영,경상남도 창원시 마산합포구 월영동  605-1,경상남도 창원시 마산합포구 월영남로  24(월영동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2013-12-02,35.1766888,128.55783459999998,2017-09-05,경상남도 창원시 마산합포구
3874,B000007468,마산신월초등학교,초등학교,1998-10-24,공립,본교,운영,경상남도 창원시 마산합포구 월영동  709-2,경상남도 창원시 마산합포구 월영마을로  40(월영동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.1713251,128.5563974,2017-09-05,경상남도 창원시 마산합포구
3875,B000007469,무학초등학교,초등학교,1945-10-20,공립,본교,운영,경상남도 창원시 마산합포구 자산동  119-9,경상남도 창원시 마산합포구 자산동8길  6(자산동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2036054,128.5675079,2017-09-05,경상남도 창원시 마산합포구
3876,B000007471,용남초등학교,초등학교,1983-09-11,공립,본교,운영,경상남도 창원시 의창구 용호동  65,경상남도 창원시 의창구 용호로  65(용호동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2356275,128.6802135,2017-09-05,경상남도 창원시 의창구
3877,B000007472,명도초등학교,초등학교,2004-03-01,공립,본교,운영,경상남도 창원시 의창구 명곡동 119,경상남도 창원시 의창구 도계두리길 233(명곡동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2017-05-11,35.2559063,128.64381540000002,2017-09-05,경상남도 창원시 의창구
3878,B000007473,사화초등학교,초등학교,1946-05-09,공립,본교,운영,경상남도 창원시 의창구 팔용동  75,경상남도 창원시 의창구 반계로80번길  7(팔용동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.252294,128.6165291,2017-09-05,경상남도 창원시 의창구
3879,B000007474,창원초등학교,초등학교,1915-11-25,공립,본교,운영,경상남도 창원시 의창구 서상동  513,경상남도 창원시 의창구 읍성로  5-1(서상동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.26556779999999,128.6190808,2017-09-05,경상남도 창원시 의창구
3880,B000007475,중동초등학교,초등학교,2006-09-01,공립,본교,운영,경상남도 창원시 의창구 서상동 42-3,경상남도 창원시 의창구 의창대로238번길 14,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-12-28,35.2603733,128.6230526,2017-09-05,경상남도 창원시 의창구
3881,B000007476,대원초등학교,초등학교,1978-05-04,공립,본교,운영,경상남도 창원시 의창구 대원동  43,경상남도 창원시 의창구 두대로55번길  23(대원동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.23402,128.65132759999997,2017-09-05,경상남도 창원시 의창구
3882,B000007477,도계초등학교,초등학교,1992-03-01,공립,본교,운영,경상남도 창원시 의창구 도계동  357-1,경상남도 창원시 의창구 하남천동길  10(도계동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2590813,128.6393137,2017-09-05,경상남도 창원시 의창구
3883,B000007478,명서초등학교,초등학교,1988-09-01,공립,본교,운영,경상남도 창원시 의창구 명서동  28-2,경상남도 창원시 의창구 명서로  21(명서동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.250684899999996,128.6433295,2017-09-05,경상남도 창원시 의창구
3884,B000007479,명곡초등학교,초등학교,2004-03-01,공립,본교,운영,경상남도 창원시 의창구 명서동 117,경상남도 창원시 의창구 우곡로159번길 22-11,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-12-28,35.2430931,128.6446393,2017-09-05,경상남도 창원시 의창구
3885,B000007480,상북초등학교,초등학교,1947-02-28,공립,본교,운영,경상남도 창원시 의창구 봉곡동  18,경상남도 창원시 의창구 지귀로60번길  13-13(봉곡동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2464594,128.6530205,2017-09-05,경상남도 창원시 의창구
3886,B000007481,봉림초등학교,초등학교,1992-03-01,공립,본교,운영,경상남도 창원시 의창구 사림동  102-1,경상남도 창원시 의창구 사림로16번길  21(사림동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2013-12-02,35.2459903,128.6776301,2017-09-05,경상남도 창원시 의창구
3887,B000007482,소답초등학교,초등학교,1999-04-26,공립,본교,운영,경상남도 창원시 의창구 소답동  144-1,경상남도 창원시 의창구 의창대로317번길  41(소답동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.265595000000005,128.6295003,2017-09-05,경상남도 창원시 의창구
3888,B000007483,창원신월초등학교,초등학교,2001-09-01,공립,본교,운영,경상남도 창원시 의창구 신월동  76,경상남도 창원시 의창구 신월로72번길  12(신월동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2258544,128.6932153,2017-09-05,경상남도 창원시 의창구
3889,B000007484,용호초등학교,초등학교,1991-01-25,공립,본교,운영,경상남도 창원시 의창구 용호동  68-1,경상남도 창원시 의창구 외동반림로  170(용호동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.233707700000004,128.67588899999998,2017-09-05,경상남도 창원시 의창구
3890,B000007485,평산초등학교,초등학교,2000-03-01,공립,본교,운영,경상남도 창원시 의창구 팔용동 73,경상남도 창원시 의창구 사화로104번길 17(팔용동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-06-01,35.250732899999996,128.6168579,2017-09-05,경상남도 창원시 의창구
3891,B000007531,호계초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 호계리 71-1,경상남도 창원시 마산회원구 내서읍 광려천북로 182,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.265483200000006,128.5225566,2017-09-05,경상남도 창원시 마산회원구
3892,B000007487,안민초등학교,초등학교,2010-03-01,공립,본교,운영,경상남도 창원시 성산구 안민동 190,경상남도 창원시 성산구 안민로79번길 6(안민동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2016-06-01,35.1873855,128.6878922,2017-09-05,경상남도 창원시 성산구
3893,B000007419,울진초등학교,초등학교,1912-05-25,공립,본교,운영,경상북도 울진군 울진읍 읍내리  479,경상북도 울진군 울진읍 울진중앙로  143,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,,36.99527020000001,129.399994,2017-09-05,경상북도 울진군 울진읍
3894,B000007489,양곡초등학교,초등학교,1979-03-01,공립,본교,운영,경상남도 창원시 성산구 신촌동  36-3,경상남도 창원시 성산구 양곡길  102(신촌동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2021045,128.6267795,2017-09-05,경상남도 창원시 성산구
3895,B000007490,남정초등학교,초등학교,1978-05-13,공립,본교,운영,경상남도 창원시 성산구 가음동  11,경상남도 창원시 성산구 원이대로878번길  30(가음동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2111862,128.692025,2017-09-05,경상남도 창원시 성산구
3896,B000007491,성주초등학교,초등학교,1939-03-30,공립,본교,운영,경상남도 창원시 성산구 가음동  25,경상남도 창원시 성산구 가음정로  127(가음동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.20538320000001,128.6979392,2017-09-05,경상남도 창원시 성산구
3897,B000007492,창원남산초등학교,초등학교,1996-09-01,공립,본교,운영,경상남도 창원시 성산구 남양동 36,경상남도 창원시 성산구 가음로83번길 7(남양동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2017-04-17,35.206655100000006,128.7039906,2017-09-05,경상남도 창원시 성산구
3898,B000007493,남양초등학교,초등학교,1991-03-01,공립,본교,운영,경상남도 창원시 성산구 남양동  18,경상남도 창원시 성산구 가음로13번길  5(남양동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.212105,128.6984142,2017-09-05,경상남도 창원시 성산구
3899,B000007494,대방초등학교,초등학교,1993-03-01,공립,본교,운영,경상남도 창원시 성산구 대방동  359,경상남도 창원시 성산구 대정로  132(대방동),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,,35.2112794,128.70674879999999,2017-09-05,경상남도 창원시 성산구
