,학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,소재지주소
0,B000003905,안산양지초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 안산시 단원구 고잔동  781-1,경기도 안산시 단원구 안산천남로  129(고잔동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.304744,126.8347977,2017-09-05,경기도 안산시 단원구
1,B000003906,시곡초등학교,초등학교,1994-06-01,공립,본교,운영,경기도 안산시 상록구 사2동  1344-2,경기도 안산시 상록구 감골1로  46(사동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.2888533,126.85245230000001,2017-09-05,경기도 안산시 상록구
2,B000003907,본오초등학교,초등학교,1939-03-20,공립,본교,운영,경기도 안산시 상록구 본오동  821,경기도 안산시 상록구 각골서로  49(본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.294533200000004,126.8686756,2017-09-05,경기도 안산시 상록구
3,B000003908,본원초등학교,초등학교,1995-06-01,공립,본교,운영,경기도 안산시 상록구 본오동  902,경기도 안산시 상록구 샘골로  83(본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.2911685,126.8619834,2017-09-05,경기도 안산시 상록구
4,B000003909,각골초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 안산시 상록구 본오동  728-6,경기도 안산시 상록구 석호로  384(본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.292617,126.87334879999999,2017-09-05,경기도 안산시 상록구
5,B000003910,팔곡초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 안산시 상록구 팔곡이동  385,경기도 안산시 상록구 팔곡두레길  71(팔곡이동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.297364,126.88284540000001,2017-09-05,경기도 안산시 상록구
6,B000003911,반월초등학교,초등학교,1923-05-30,공립,본교,운영,경기도 안산시 상록구 건건동  629,,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3053721,126.9013972,2017-09-05,경기도 안산시 상록구
7,B000003912,안산창촌초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 안산시 상록구 건건동  619,경기도 안산시 상록구 건건5길  7(건건동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.307692200000005,126.9045574,2017-09-05,경기도 안산시 상록구
8,B000003913,안산초등학교,초등학교,1899-09-15,공립,본교,운영,경기도 안산시 상록구 수암동  177,경기도 안산시 상록구 수암2길  13-7(수암동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.364752200000005,126.8780946,2017-09-05,경기도 안산시 상록구
9,B000003914,상록초등학교,초등학교,1993-03-01,공립,본교,운영,경기도 안산시 상록구 본오3동  872-1,경기도 안산시 상록구 본오로  157(본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.2988338,126.8659152,2017-09-05,경기도 안산시 상록구
10,B000003915,이호초등학교,초등학교,1997-05-06,공립,본교,운영,경기도 안산시 상록구 본오1동  958,경기도 안산시 상록구 고목로3길  44(본오동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.2867093,126.86059650000001,2017-09-05,경기도 안산시 상록구
11,B000003916,정재초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 안산시 상록구 부곡동  225-5,경기도 안산시 상록구 정재초교길  11(부곡동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3381245,126.86441,2017-09-05,경기도 안산시 상록구
12,B000003917,안산부곡초등학교,초등학교,1997-03-01,공립,본교,운영,경기도 안산시 상록구 부곡동  680,경기도 안산시 상록구 부곡로  73(부곡동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3290221,126.86012420000002,2017-09-05,경기도 안산시 상록구
13,B000003918,시랑초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 안산시 상록구 부곡동  719-3,경기도 안산시 상록구 충장로  670(부곡동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.33619829999999,126.8558662,2017-09-05,경기도 안산시 상록구
14,B000003919,석호초등학교,초등학교,1966-05-02,공립,본교,운영,경기도 안산시 상록구 사동  1193,경기도 안산시 상록구 석호로  113(사동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3008045,126.8482209,2017-09-05,경기도 안산시 상록구
15,B000003920,초당초등학교,초등학교,1996-03-21,공립,본교,운영,경기도 안산시 상록구 사동  1389,경기도 안산시 상록구 초당로  25(사동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.28535720000001,126.85110970000001,2017-09-05,경기도 안산시 상록구
16,B000003921,경일초등학교,초등학교,1987-09-01,공립,본교,운영,경기도 안산시 상록구 성포동  591-1,경기도 안산시 상록구 성포로  47(성포동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.323921999999996,126.84768190000001,2017-09-05,경기도 안산시 상록구
17,B000003922,성포초등학교,초등학교,1990-03-01,공립,본교,운영,경기도 안산시 상록구 성포동  592-1,경기도 안산시 상록구 안산천동로  90(성포동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3240429,126.8425364,2017-09-05,경기도 안산시 상록구
18,B000003923,경수초등학교,초등학교,2000-05-04,공립,본교,운영,경기도 안산시 상록구 성포동  594-3,경기도 안산시 상록구 삼일로  670(성포동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.326992700000005,126.8506091,2017-09-05,경기도 안산시 상록구
19,B000003924,삼일초등학교,초등학교,1990-02-06,공립,본교,운영,경기도 안산시 상록구 월피동  448-1,경기도 안산시 상록구 월피로  42(월피동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3323379,126.85064309999998,2017-09-05,경기도 안산시 상록구
20,B000003925,안산광덕초등학교,초등학교,1996-03-01,공립,본교,운영,경기도 안산시 상록구 월피동  523,경기도 안산시 상록구 안산천서로3길  6-7(월피동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.332886200000004,126.8438782,2017-09-05,경기도 안산시 상록구
21,B000003926,학현초등학교,초등학교,2003-03-03,공립,본교,운영,경기도 안산시 상록구 이동  665-1,경기도 안산시 상록구 석호로  6(이동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,,37.3108044,126.8470585,2017-09-05,경기도 안산시 상록구
22,B000003431,대전가장초등학교,초등학교,1983-12-13,공립,본교,운영,대전광역시 서구 가장동  25-1,대전광역시 서구 가장로  150(가장동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,,36.3305372,127.3878807,2017-09-05,대전광역시 서구 가장동
23,B000004339,신곡초등학교,초등학교,2008-03-01,공립,본교,운영,경기도 김포시 고촌읍 신곡리  1267,경기도 김포시 고촌읍 수기로  67-30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.596542299999996,126.76608909999999,2017-09-05,경기도 김포시 고촌읍
24,B000004363,증포초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 이천시 증포동 477,경기도 이천시 이섭대천로 1418(증포동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.2942755,127.4569669,2017-09-05,경기도 이천시 증포동
25,B000004340,마송중앙초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 김포시 통진읍 마송리  499,경기도 김포시 통진읍 마송1로  140,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6894042,126.59397450000002,2017-09-05,경기도 김포시 통진읍
26,B000004341,마송초등학교,초등학교,1955-05-10,공립,본교,운영,경기도 김포시 통진읍 마송리  1-2,경기도 김포시 통진읍 흥신로  315,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6844267,126.60655049999998,2017-09-05,경기도 김포시 통진읍
27,B000004342,서암초등학교,초등학교,1949-04-01,공립,본교,운영,경기도 김포시 통진읍 서암리  412,,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6998586,126.60484450000001,2017-09-05,경기도 김포시 통진읍
28,B000004343,통진초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 김포시 통진읍 서암리  1108,경기도 김포시 통진읍 조강로  116,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6937255,126.5944372,2017-09-05,경기도 김포시 통진읍
29,B000004344,금란초등학교,초등학교,1957-04-27,공립,본교,운영,경기도 김포시 고촌읍 풍곡리  466-2,경기도 김포시 고촌읍 장곡로  42,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.607567200000005,126.7511726,2017-09-05,경기도 김포시 고촌읍
30,B000004345,학운초등학교,초등학교,1958-02-05,공립,본교,운영,경기도 김포시 양촌읍 학운리  2825,경기도 김포시 양촌읍 황금로70번길  13,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6209923,126.62463490000002,2017-09-05,경기도 김포시 양촌읍
31,B000004346,양곡초등학교,초등학교,1919-12-15,공립,본교,운영,경기도 김포시 양촌읍 양곡리  432-10,경기도 김포시 양촌읍 양곡로  548,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.655420299999996,126.6223801,2017-09-05,경기도 김포시 양촌읍
32,B000004347,신양초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 김포시 양촌읍 양곡리  1257,경기도 김포시 양촌읍 양곡3로  47,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6558897,126.6340895,2017-09-05,경기도 김포시 양촌읍
33,B000004348,수남초등학교,초등학교,1936-04-01,공립,본교,운영,경기도 김포시 대곶면 대벽리  47,,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6286405,126.58863909999998,2017-09-05,경기도 김포시 대곶면
34,B000004349,김포대명초등학교,초등학교,1966-03-08,공립,본교,운영,경기도 김포시 대곶면 대명리  366-1,,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6482705,126.55342350000001,2017-09-05,경기도 김포시 대곶면
35,B000004350,대곶초등학교,초등학교,1929-11-28,공립,본교,운영,경기도 김포시 대곶면 율생리  444,경기도 김포시 대곶면 율생중앙로36번길  19,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6520092,126.58460500000001,2017-09-05,경기도 김포시 대곶면
36,B000004351,석정초등학교,초등학교,1949-09-09,공립,본교,운영,경기도 김포시 대곶면 석정리  381,경기도 김포시 대곶면 대곶로331번길  10,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.6735637,126.5543499,2017-09-05,경기도 김포시 대곶면
37,B000004352,옹정초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 김포시 통진읍 옹정리  167-45,경기도 김포시 통진읍 옹정로185번길  26,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.693943700000005,126.56392120000001,2017-09-05,경기도 김포시 통진읍
38,B000004353,개곡초등학교,초등학교,1966-03-02,공립,본교,운영,경기도 김포시 월곶면 개곡리  267-2,경기도 김포시 월곶면 애기봉로  445,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.7321415,126.5934648,2017-09-05,경기도 김포시 월곶면
39,B000004354,월곶초등학교,초등학교,1908-04-10,공립,본교,운영,경기도 김포시 월곶면 군하리  218,,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.717164700000005,126.55159840000002,2017-09-05,경기도 김포시 월곶면
40,B000004355,하성초등학교,초등학교,1927-06-01,공립,본교,운영,경기도 김포시 하성면 마곡리  617-1,경기도 김포시 하성면 애기봉로  857,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.7201072,126.63284420000001,2017-09-05,경기도 김포시 하성면
41,B000004356,금성초등학교,초등학교,1955-11-25,공립,본교,운영,경기도 김포시 하성면 마조리  434,,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,,37.7444048,126.63267009999998,2017-09-05,경기도 김포시 하성면
42,B000004357,설봉초등학교,초등학교,1990-10-02,공립,본교,운영,경기도 이천시 창전동 501,경기도 이천시 향교로 129(창전동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-21,37.2845242,127.45277390000001,2017-09-05,경기도 이천시 창전동
43,B000004358,이천송정초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 이천시 송정동 375-23,경기도 이천시 영창로45번길 165(송정동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.294211,127.43322509999999,2017-09-05,경기도 이천시 송정동
44,B000004359,안흥초등학교,초등학교,2002-05-01,공립,본교,운영,경기도 이천시 안흥동 344-1,경기도 이천시 영창로300번길 16(안흥동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.2802439,127.45669529999999,2017-09-05,경기도 이천시 안흥동
45,B000004360,한내초등학교,초등학교,1998-10-10,공립,본교,운영,경기도 이천시 증포동 70-5,경기도 이천시 갈산로 71(증포동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.2900422,127.46165420000001,2017-09-05,경기도 이천시 증포동
46,B000004361,이천단월초등학교,초등학교,1954-04-13,공립,본교,운영,경기도 이천시 단월동 182-3,경기도 이천시 단월로 98(단월동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.2273955,127.4512476,2017-09-05,경기도 이천시 단월동
47,B000004362,이천남초등학교,초등학교,1955-05-10,공립,본교,운영,경기도 이천시 중리동 455,경기도 이천시 경충대로2614번길 32(중리동),7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2017-02-28,37.276527200000004,127.444115,2017-09-05,경기도 이천시 중리동
48,B000004584,창현초등학교,초등학교,1998-03-01,공립,본교,운영,경기도 남양주시 화도읍 창현리  766,경기도 남양주시 화도읍 녹촌로  12,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6455702,127.3021146,2017-09-05,경기도 남양주시 화도읍
49,B000004585,진접초등학교,초등학교,2009-09-01,공립,본교,운영,경기도 남양주시 진접읍 금곡리  1109,경기도 남양주시 진접읍 해밀예당2로  102,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.717068,127.1998041,2017-09-05,경기도 남양주시 진접읍
50,B000004586,주곡초등학교,초등학교,2010-03-05,공립,본교,운영,경기도 남양주시 진접읍 금곡리  1004,경기도 남양주시 진접읍 해밀예당1로  277,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.72468679999999,127.2059047,2017-09-05,경기도 남양주시 진접읍
51,B000004587,화봉초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 남양주시 진접읍 금곡리  1078,경기도 남양주시 진접읍 해밀예당2로  21,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.71584179999999,127.19175279999999,2017-09-05,경기도 남양주시 진접읍
52,B000004588,풍양초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 남양주시 진접읍 내각리  670-2,경기도 남양주시 진접읍 내각1로  31-1,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.701918299999996,127.16165910000001,2017-09-05,경기도 남양주시 진접읍
53,B000004589,부평초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 남양주시 진접읍 부평리  761,경기도 남양주시 진접읍 부평로48번길  27,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.7379566,127.20153119999999,2017-09-05,경기도 남양주시 진접읍
54,B000004590,장승초등학교,초등학교,2001-09-01,공립,본교,운영,경기도 남양주시 진접읍 장현리  49-10,경기도 남양주시 진접읍 금강로1576번길  12,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.730086,127.19554620000001,2017-09-05,경기도 남양주시 진접읍
55,B000004591,장현초등학교,초등학교,1922-05-24,공립,본교,운영,경기도 남양주시 진접읍 장현리  379,경기도 남양주시 진접읍 장현천로  37,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.719172799999996,127.18218859999999,2017-09-05,경기도 남양주시 진접읍
56,B000004592,광릉초등학교,초등학교,1944-03-07,공립,본교,운영,경기도 남양주시 진접읍 팔야리  762,경기도 남양주시 진접읍 광릉내로82번길  29,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.7456089,127.20727009999999,2017-09-05,경기도 남양주시 진접읍
57,B000004593,어람초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 남양주시 오남읍 오남리  358-5,경기도 남양주시 오남읍 진건오남로550번길  25,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6823929,127.2127379,2017-09-05,경기도 남양주시 오남읍
58,B000004594,남양주양지초등학교,초등학교,1998-09-01,공립,본교,운영,경기도 남양주시 오남읍 양지리  70,,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6993196,127.2067872,2017-09-05,경기도 남양주시 오남읍
59,B000004595,양오초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 남양주시 오남읍 양지리  616-5,,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6974473,127.1924284,2017-09-05,경기도 남양주시 오남읍
60,B000004596,오남초등학교,초등학교,1945-09-01,공립,본교,운영,경기도 남양주시 오남읍 오남리  134-1,,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.695361299999995,127.2144607,2017-09-05,경기도 남양주시 오남읍
61,B000004597,예봉초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 남양주시 와부읍 덕소리  252,경기도 남양주시 와부읍 수레로  108,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.59231810000001,127.2213182,2017-09-05,경기도 남양주시 와부읍
62,B000004598,와부초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 남양주시 와부읍 덕소리  75-5,경기도 남양주시 와부읍 월문천로  63,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.5863257,127.2185385,2017-09-05,경기도 남양주시 와부읍
63,B000004599,덕소초등학교,초등학교,1924-10-24,공립,본교,운영,경기도 남양주시 와부읍 덕소리  431-1,,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.5880755,127.21471570000001,2017-09-05,경기도 남양주시 와부읍
64,B000004600,남양주월문초등학교,초등학교,1975-03-01,공립,본교,운영,경기도 남양주시 와부읍 월문리  269-1,경기도 남양주시 와부읍 수레로  519,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6091305,127.26187250000001,2017-09-05,경기도 남양주시 와부읍
65,B000004601,도심초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 남양주시 와부읍 도곡리  1051-7,경기도 남양주시 와부읍 석실로  45,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.580547700000004,127.2277922,2017-09-05,경기도 남양주시 와부읍
66,B000004602,남양주도곡초등학교,초등학교,1999-03-01,공립,본교,운영,경기도 남양주시 와부읍 도곡리  산46-7,,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.5795829,127.2180881,2017-09-05,경기도 남양주시 와부읍
67,B000004603,심석초등학교,초등학교,1987-06-25,사립,본교,운영,경기도 남양주시 화도읍 마석우리  215-1,경기도 남양주시 화도읍 마석로76번길  10,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.6575523,127.30705090000001,2017-09-05,경기도 남양주시 화도읍
68,B000004604,마석초등학교녹촌분교장,초등학교,1965-06-01,공립,분교,운영,경기도 남양주시 화도읍 녹촌리  272,경기도 남양주시 화도읍 가구단지6길  63-12,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.652080700000006,127.2864889,2017-09-05,경기도 남양주시 화도읍
69,B000004605,화접초등학교,초등학교,1950-11-08,공립,본교,운영,경기도 남양주시 별내동  1075,경기도 남양주시 별내중앙로  148(별내동),7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.653054600000004,127.115982,2017-09-05,경기도 남양주시 별내동
70,B000004606,별내초등학교,초등학교,1934-10-01,공립,본교,운영,경기도 남양주시 별내면 청학리  408-2,경기도 남양주시 별내면 청학로92번길  38,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,,37.711118299999995,127.1184119,2017-09-05,경기도 남양주시 별내면
71,B000004828,근화초등학교,초등학교,1954-08-23,공립,본교,운영,강원도 춘천시 근화동  802-14,강원도 춘천시 소양로163번길  23(근화동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8891154,127.72299040000001,2017-09-05,강원도 춘천시 근화동
72,B000004829,호반초등학교,초등학교,1991-03-02,공립,본교,운영,강원도 춘천시 후평동  15,강원도 춘천시 후만로126번길  35(후평동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.874553399999996,127.7607372,2017-09-05,강원도 춘천시 후평동
73,B000004830,신남초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 춘천시 칠전동  149,강원도 춘천시 칠전서길  37(칠전동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8425095,127.71175819999999,2017-09-05,강원도 춘천시 칠전동
74,B000004831,신동초등학교,초등학교,1939-06-06,공립,본교,운영,강원도 춘천시 신동  735-4,,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9301435,127.72285649999999,2017-09-05,강원도 춘천시 신동
75,B000004832,석사초등학교,초등학교,1969-04-10,공립,본교,운영,강원도 춘천시 석사동  339,강원도 춘천시 공지로  126(석사동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.857885499999995,127.7494217,2017-09-05,강원도 춘천시 석사동
76,B000004833,봄내초등학교,초등학교,2000-05-01,공립,본교,운영,강원도 춘천시 석사동  815,강원도 춘천시 퇴계로  220-10(석사동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.855829299999996,127.7419298,2017-09-05,강원도 춘천시 석사동
77,B000004834,성림초등학교,초등학교,2002-09-01,공립,본교,운영,강원도 춘천시 석사동  868,강원도 춘천시 지석로  47(석사동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8522402,127.7403494,2017-09-05,강원도 춘천시 석사동
78,B000004835,우석초등학교,초등학교,1999-09-01,공립,본교,운영,강원도 춘천시 석사동  754,강원도 춘천시 애막골길16번길  6(석사동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.864524200000005,127.749873,2017-09-05,강원도 춘천시 석사동
79,B000004836,남춘천초등학교,초등학교,1951-10-15,공립,본교,운영,강원도 춘천시 온의동  550,강원도 춘천시 충혼길  33(온의동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.860972600000004,127.7221078,2017-09-05,강원도 춘천시 온의동
80,B000004837,소양초등학교,초등학교,1941-11-01,공립,본교,운영,강원도 춘천시 우두동  282-1,강원도 춘천시 충열로  134(우두동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9047504,127.7399293,2017-09-05,강원도 춘천시 우두동
81,B000004838,남부초등학교,초등학교,1996-09-01,공립,본교,운영,강원도 춘천시 퇴계동  915,강원도 춘천시 춘주로  159(퇴계동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8587926,127.7267045,2017-09-05,강원도 춘천시 퇴계동
82,B000004839,동춘천초등학교,초등학교,1972-03-04,공립,본교,운영,강원도 춘천시 효자동  44-3,강원도 춘천시 성심로  77(효자동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.877218400000004,127.7428554,2017-09-05,강원도 춘천시 효자동
83,B000004840,부안초등학교,초등학교,1984-10-30,공립,본교,운영,강원도 춘천시 후평동  474-3,강원도 춘천시 서부대성로239번길  70(후평동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8766743,127.7498895,2017-09-05,강원도 춘천시 후평동
84,B000004841,후평초등학교,초등학교,1980-10-02,공립,본교,운영,강원도 춘천시 후평동  511-36,강원도 춘천시 춘천로295번길  17(후평동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8827158,127.7441564,2017-09-05,강원도 춘천시 후평동
85,B000004842,동부초등학교,초등학교,1995-03-02,공립,본교,운영,강원도 춘천시 후평동  894,강원도 춘천시 서부대성로  339(후평동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8708167,127.7547818,2017-09-05,강원도 춘천시 후평동
86,B000004843,성원초등학교,초등학교,2005-09-01,공립,본교,운영,강원도 춘천시 퇴계동  1035,강원도 춘천시 승지골길16번길  36(퇴계동),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.8482999,127.7445837,2017-09-05,강원도 춘천시 퇴계동
87,B000004844,천전초등학교,초등학교,1927-04-01,공립,본교,운영,강원도 춘천시 신북읍 율문리  295,강원도 춘천시 신북읍 율문1길  16-9,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9273882,127.7455084,2017-09-05,강원도 춘천시 신북읍
88,B000004845,오동초등학교,초등학교,1949-04-01,공립,본교,운영,강원도 춘천시 신북읍 발산리  473-2,강원도 춘천시 신북읍 장본길  74,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9514188,127.7581622,2017-09-05,강원도 춘천시 신북읍
89,B000004846,상천초등학교,초등학교,1956-05-28,공립,본교,운영,강원도 춘천시 신북읍 천전리 170,강원도 춘천시 신북읍 상천2길 19,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2017-05-29,37.9335917,127.78542409999999,2017-09-05,강원도 춘천시 신북읍
90,B000004847,금병초등학교,초등학교,1947-02-01,공립,본교,운영,강원도 춘천시 신동면 증리  360-1,강원도 춘천시 신동면 김유정로  1394,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.815166,127.71444369999999,2017-09-05,강원도 춘천시 신동면
91,B000004848,금산초등학교,초등학교,1932-03-15,공립,본교,운영,강원도 춘천시 서면 금산리  472-1,강원도 춘천시 서면 금산2길  21,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9032493,127.6995872,2017-09-05,강원도 춘천시 서면
92,B000004849,당림초등학교,초등학교,1935-04-01,공립,본교,운영,강원도 춘천시 서면 당림리  414-1,강원도 춘천시 서면 당숲안길  81,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.83763,127.60784299999999,2017-09-05,강원도 춘천시 서면
93,B000004850,서상초등학교,초등학교,1945-06-10,공립,본교,운영,강원도 춘천시 서면 신매리  329-1,강원도 춘천시 서면 박사로  1348,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.9289032,127.7072893,2017-09-05,강원도 춘천시 서면
94,B000004851,조양초등학교,초등학교,1943-04-15,공립,본교,운영,강원도 춘천시 동산면 조양리  371-1,강원도 춘천시 동산면 조양길  257,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,,37.751200299999994,127.7956209,2017-09-05,강원도 춘천시 동산면
95,B000004463,다문초등학교,초등학교,1938-04-01,공립,본교,운영,경기도 양평군 용문면 다문리 626,경기도 양평군 용문면 다문중앙2길 27,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2017-02-06,37.4857915,127.591646,2017-09-05,경기도 양평군 용문면
